formula,AIC,BIC
sqrt(keypress_rate..keypresses.per.second.) ~ coding_section_no * problem_order + TMS_Type + session + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-139.755128,-77.225801
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id),79.795891,118.876721
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|problem_id),82.821209,121.902038
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),-140.205000,-97.216088
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),81.795891,124.784803
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),84.732351,127.721263
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-138.550630,-91.653635
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-138.205000,-91.308005
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * pain + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-136.550630,-85.745552
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id),77.664653,112.837399
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|problem_id),83.065806,118.238553
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),-141.521670,-102.440840
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),79.664653,118.745482
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),85.065807,124.146636
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-140.195706,-97.206794
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-139.521670,-96.532758
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * physical_symptoms + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-138.195706,-91.298711
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id),77.478236,112.650983
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|problem_id),84.006526,119.179272
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),-141.878956,-102.798127
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),79.478236,118.559065
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),86.000143,125.080972
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-140.347147,-97.358235
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-139.878956,-96.890044
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * discomfort + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-138.347283,-91.450287
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id),79.234101,118.314930
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|problem_id),82.054876,121.135705
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id),-140.777356,-97.788444
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),81.234101,124.223013
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),84.054876,127.043788
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-139.048013,-92.151018
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-138.777356,-91.880361
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * sensations + session + problem_set + coding_section_no + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-137.049554,-86.244476
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),86.330931,141.044092
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),85.195509,139.908670
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-134.960168,-76.338924
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),88.330931,146.952175
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),87.123317,145.744561
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-133.045009,-70.515682
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-132.960168,-70.430841
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-131.046039,-64.608629
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),85.793501,140.506662
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),85.083846,139.797008
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-134.268625,-75.647381
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),87.793501,146.414745
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),86.991466,145.612710
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-132.372910,-69.843583
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-132.268625,-69.739298
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + problem_set * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-130.373500,-63.936090
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),81.479203,136.192364
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),83.808088,138.521250
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-141.682303,-83.061059
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),83.479203,142.100447
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),85.772884,144.394128
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-139.755900,-77.226573
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-139.682303,-77.152976
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * session + coding_section_no * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-137.755900,-71.318490
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),83.159036,137.872197
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),83.072731,137.785892
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.245191,-77.623946
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),85.159036,143.780280
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),85.072731,143.693975
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.312396,-71.783069
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.245191,-71.715864
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.312396,-65.874986
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.455005,139.168166
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),83.153528,137.866689
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-134.922393,-76.301149
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.455005,145.076249
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),85.153528,143.774772
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-133.021147,-70.491820
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-132.922393,-70.393066
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + session * problem_order + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-131.021147,-64.583737
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),81.408249,136.121410
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),81.992839,136.706000
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-142.066307,-83.445063
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),83.408249,142.029493
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),83.992839,142.614083
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-140.130929,-77.601602
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-140.066307,-77.536980
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_set + coding_section_no * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-138.130930,-71.693520
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),85.159486,139.872647
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.538556,145.251717
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-135.658209,-77.036965
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),87.159486,145.780730
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.469918,151.091162
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-133.894357,-71.365030
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-133.665549,-71.136222
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_set + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-131.916041,-65.478631
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),83.408195,138.121357
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.217109,144.930270
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.096222,-77.474977
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),85.408195,144.029439
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.138950,150.760194
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.280787,-71.751460
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.102211,-71.572884
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + session * problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.298637,-65.861227
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),84.579840,139.293001
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.615184,145.328345
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-135.806682,-77.185438
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),86.579840,145.201084
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.505191,151.126435
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-133.995714,-71.466387
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-133.817539,-71.288212
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * coding_section_no + problem_set * problem_order + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.020490,-65.583080
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id),81.087557,135.800718
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.276372,144.989533
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-135.049003,-76.427759
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),83.087557,141.708801
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.196662,150.817906
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-133.216942,-70.687615
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-133.049003,-70.519676
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * problem_set + coding_section_no + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-131.216939,-64.779529
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),78.139984,132.853145
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.019463,144.732624
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-136.831240,-78.209995
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),80.139984,138.761228
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),91.924143,150.545387
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.919799,-72.390472
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-134.831240,-72.301913
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + session * coding_section_no + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.919799,-66.482389
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id),81.049280,135.762441
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id),90.454162,145.167323
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-135.936380,-77.315136
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),83.049280,141.670524
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),92.352138,150.973382
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-134.041265,-71.511938
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),-133.936380,-71.407053
sqrt(keypress_rate..keypresses.per.second.) ~ TMS_Type * problem_order + problem_set * coding_section_no + session + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),-132.041573,-65.604163
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id),81.488229,136.201390
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id),89.238576,143.951737
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),-141.689596,-83.068352
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),83.488229,142.109473
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),91.196824,149.818068
sqrt(keypress_rate..keypresses.per.second.) ~ session * problem_set + coding_section_no * problem_order + TMS_Type + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),-139.759256,-77.229929
