formula,AIC,BIC
log(response.time) ~ problem_order + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1082.390639,-1049.531285
log(response.time) ~ problem_order + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-568.455506,-535.596152
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-569.697308,-530.266084
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1090.649849,-1051.218624
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-570.639948,-531.208724
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-846.421690,-806.990466
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1090.030740,-1050.599515
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-570.639948,-531.208724
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-846.421691,-806.990466
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1090.154462,-1050.723238
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1090.239739,-1050.808515
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-846.421691,-806.990466
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1080.805272,-1041.374047
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-267.516147,-228.084922
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-613.116995,-573.685771
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1080.805271,-1041.374047
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1080.930614,-1041.499389
log(response.time) ~ problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-566.455506,-527.024281
log(response.time) ~ problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1080.311338,-1040.880113
log(response.time) ~ problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1080.390639,-1040.959414
log(response.time) ~ problem_order + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-613.116995,-573.685771
log(response.time) ~ problem_order + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1080.471950,-1041.040726
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1088.649849,-1042.646754
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-568.639948,-522.636853
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-844.421691,-798.418595
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1088.649849,-1042.646753
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1088.775355,-1042.772260
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-844.421691,-798.418595
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1088.154462,-1042.151367
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1088.239738,-1042.236643
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-844.421691,-798.418595
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1088.316085,-1042.312990
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1078.805272,-1032.802177
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1078.930614,-1032.927518
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-611.116995,-565.113900
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1078.930613,-1032.927518
log(response.time) ~ problem_order + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1078.471950,-1032.468855
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1086.649849,-1034.074883
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1086.775353,-1034.200387
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-842.421685,-789.846719
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1086.775355,-1034.200389
log(response.time) ~ problem_order + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1086.316085,-1033.741119
log(response.time) ~ problem_order + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1076.930614,-1024.355647
log(response.time) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1084.775355,-1025.628518
log(response.time) ~ pain + (1|participant_id),-587.784507,-561.497024
log(response.time) ~ pain + (1|shown_letter),927.267263,953.554746
log(response.time) ~ pain + (1|participant_id:shown_letter),-292.265146,-265.977663
log(response.time) ~ pain + (1|participant_id:TMS_Type),-1034.847082,-1008.559599
log(response.time) ~ pain + (1|shown_letter:TMS_Type),928.139182,954.426665
log(response.time) ~ pain + (1|participant_id:shown_letter:TMS_Type),-540.779502,-514.492019
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter),-586.236085,-553.376732
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter),-585.784507,-552.925154
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:TMS_Type),-1043.304387,-1010.445033
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter:TMS_Type),-585.784507,-552.925154
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-820.264383,-787.405029
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter),-290.265146,-257.405792
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:TMS_Type),-1033.506961,-1000.647607
log(response.time) ~ pain + (1|shown_letter) + (1|shown_letter:TMS_Type),929.267263,962.126617
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-538.779502,-505.920148
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1032.847082,-999.987728
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-290.265146,-257.405792
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-587.426900,-554.567546
log(response.time) ~ pain + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1033.014746,-1000.155392
log(response.time) ~ pain + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1032.992138,-1000.132784
log(response.time) ~ pain + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-538.779501,-505.920147
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-584.236085,-544.804861
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1041.956949,-1002.525724
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-584.236085,-544.804861
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-818.264382,-778.833158
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1041.304319,-1001.873094
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-583.784507,-544.353283
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-818.264382,-778.833158
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1041.458727,-1002.027502
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1041.453072,-1002.021847
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-818.264383,-778.833158
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1031.506961,-992.075737
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-288.265146,-248.833921
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-585.426900,-545.995676
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1031.506961,-992.075737
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.578703,-992.147478
log(response.time) ~ pain + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-536.779502,-497.348277
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1031.014746,-991.583521
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1030.992138,-991.560913
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-585.426900,-545.995676
log(response.time) ~ pain + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.109959,-991.678734
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1039.956947,-993.953852
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-582.236085,-536.232990
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-816.264380,-770.261285
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1039.956949,-993.953853
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1040.031717,-994.028622
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-816.264383,-770.261287
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1039.458726,-993.455631
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1039.453072,-993.449976
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-816.264381,-770.261286
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1039.558952,-993.555857
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1029.506961,-983.503866
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.578703,-983.575608
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-583.426900,-537.423805
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.578703,-983.575608
log(response.time) ~ pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.109959,-983.106864
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1037.956934,-985.381968
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1038.031717,-985.456751
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-814.264382,-761.689416
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1038.031717,-985.456751
log(response.time) ~ pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1037.558952,-984.983986
log(response.time) ~ pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.578702,-975.003735
log(response.time) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.031717,-976.884880
log(response.time) ~ physical_symptoms + (1|participant_id),-593.343215,-567.055732
log(response.time) ~ physical_symptoms + (1|shown_letter),910.192410,936.479893
log(response.time) ~ physical_symptoms + (1|participant_id:shown_letter),-292.462915,-266.175432
log(response.time) ~ physical_symptoms + (1|participant_id:TMS_Type),-1035.512434,-1009.224951
log(response.time) ~ physical_symptoms + (1|shown_letter:TMS_Type),910.397017,936.684500
log(response.time) ~ physical_symptoms + (1|participant_id:shown_letter:TMS_Type),-542.703285,-516.415802
