formula,AIC,BIC
log(response.time) ~ TMS_Type + pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1029.022972,-983.019876
log(response.time) ~ TMS_Type + pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.000790,-982.997694
log(response.time) ~ TMS_Type + pain + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-583.500995,-537.497899
log(response.time) ~ TMS_Type + pain + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.118189,-983.115093
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1037.971688,-985.396722
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-580.601560,-528.026594
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-814.365702,-761.790736
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1037.971688,-985.396722
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1038.046418,-985.471452
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-814.365702,-761.790736
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1037.474519,-984.899553
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1037.469722,-984.894756
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-814.365702,-761.790736
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1037.574737,-984.999771
log(response.time) ~ TMS_Type + pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1027.514684,-974.939718
log(response.time) ~ TMS_Type + pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.586414,-975.011448
log(response.time) ~ TMS_Type + pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-581.500994,-528.926028
log(response.time) ~ TMS_Type + pain + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.586416,-975.011450
log(response.time) ~ TMS_Type + pain + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.118189,-974.543222
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1035.971688,-976.824851
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.046419,-976.899582
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-812.365636,-753.218799
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.046415,-976.899578
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1035.574730,-976.427893
log(response.time) ~ TMS_Type + pain + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.586413,-966.439576
log(response.time) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1034.046418,-968.327710
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id),-591.579164,-558.719810
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter),910.457555,943.316908
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter),-290.882586,-258.023232
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:TMS_Type),-1033.576250,-1000.716896
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter:TMS_Type),910.707214,943.566568
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter:TMS_Type),-541.003075,-508.143721
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter),-589.741318,-550.310093
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter),-589.579164,-550.147940
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),-1041.834871,-1002.403647
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter:TMS_Type),-589.579164,-550.147940
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-818.570641,-779.139417
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter),-288.882586,-249.451362
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:TMS_Type),-1032.221453,-992.790228
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|shown_letter:TMS_Type),912.457555,951.888779
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-539.003075,-499.571850
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1031.576250,-992.145025
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-288.882586,-249.451362
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-586.203164,-546.771939
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1031.738622,-992.307397
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.710759,-992.279534
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-539.003074,-499.571849
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-587.741318,-541.738223
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1040.464166,-994.461071
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-587.741318,-541.738223
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-816.570641,-770.567546
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1039.834869,-993.831773
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-587.579164,-541.576069
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-816.570641,-770.567546
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1039.984457,-993.981362
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1039.966972,-993.963876
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-816.570641,-770.567546
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1030.221449,-984.218354
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-286.882586,-240.879491
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-584.203164,-538.200068
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1030.221453,-984.218358
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1030.286508,-984.283413
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-537.003075,-490.999980
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1029.738622,-983.735526
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.710758,-983.707662
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-584.203164,-538.200068
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.825920,-983.822825
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1038.464165,-985.889199
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-585.741318,-533.166352
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-814.570641,-761.995675
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1038.464166,-985.889200
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1038.528421,-985.953455
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-814.570641,-761.995675
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1037.984454,-985.409488
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1037.966968,-985.392002
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-814.570626,-761.995660
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1038.071621,-985.496655
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1028.221453,-975.646487
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1028.221453,-975.646487
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-582.203162,-529.628196
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1028.286508,-975.711542
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.825922,-975.250956
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1036.464153,-977.317316
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.528420,-977.381584
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-812.570641,-753.423804
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.528418,-977.381581
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1036.071616,-976.924779
log(response.time) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1026.286488,-967.139651
log(response.time) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1034.528420,-968.809712
log(response.time) ~ TMS_Type + discomfort + (1|participant_id),-530.961339,-498.101986
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter),1058.730557,1091.589911
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter),-226.637240,-193.777887
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:TMS_Type),-1029.110916,-996.251562
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter:TMS_Type),1059.097664,1091.957017
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter:TMS_Type),-517.643123,-484.783769
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter),-529.232782,-489.801557
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter),-528.961339,-489.530115
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type),-1036.997181,-997.565957
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter:TMS_Type),-528.961339,-489.530115
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-796.335571,-756.904347
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter),-224.637240,-185.206016
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:TMS_Type),-1027.758823,-988.327598
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|shown_letter:TMS_Type),1060.730557,1100.161782
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-515.643123,-476.211898
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1027.110916,-987.679691
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-224.637240,-185.206016
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-562.360641,-522.929416
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1027.272119,-987.840895
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.250566,-987.819341
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-515.643123,-476.211898
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-527.232782,-481.229686
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1035.636290,-989.633195
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-527.232782,-481.229686
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-794.335571,-748.332476
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1034.997181,-988.994086
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-526.961339,-480.958244
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-794.335572,-748.332476
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1035.148144,-989.145048
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1035.137529,-989.134434
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-794.335571,-748.332476
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1025.758823,-979.755728
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-222.637240,-176.634145
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-560.360640,-514.357545
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1025.758823,-979.755728
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.827404,-979.824308
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-513.643123,-467.640028
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1025.272119,-979.269024
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.250564,-979.247469
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-560.360641,-514.357545
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1025.363837,-979.360742
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1033.636290,-981.061324
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-525.232782,-472.657816
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-792.335570,-739.760604
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1033.636290,-981.061324
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1033.705905,-981.130939
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-792.335571,-739.760605
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1033.148143,-980.573177
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1033.137529,-980.562563
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-792.335564,-739.760598
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1033.241955,-980.666989
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1023.758821,-971.183855
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1023.827404,-971.252438
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-558.360641,-505.785674
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1023.827404,-971.252438
log(response.time) ~ TMS_Type + discomfort + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1023.363836,-970.788870
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1031.636284,-972.489447
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.705905,-972.559068
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-790.335570,-731.188734
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.705906,-972.559069
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1031.241955,-972.095118
log(response.time) ~ TMS_Type + discomfort + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1021.827403,-962.680566
log(response.time) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1029.705906,-963.987199
log(response.time) ~ TMS_Type + sensations + (1|participant_id),-538.114136,-505.254783
log(response.time) ~ TMS_Type + sensations + (1|shown_letter),1058.512371,1091.371725
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter),-233.531500,-200.672146
log(response.time) ~ TMS_Type + sensations + (1|participant_id:TMS_Type),-1029.114207,-996.254853
log(response.time) ~ TMS_Type + sensations + (1|shown_letter:TMS_Type),1058.891646,1091.750999
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter:TMS_Type),-517.832151,-484.972797
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter),-536.395068,-496.963843
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter),-536.114136,-496.682912
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type),-1037.284474,-997.853249
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter:TMS_Type),-536.114136,-496.682912
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter:TMS_Type),-798.722959,-759.291735
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter),-231.531500,-192.100276
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:TMS_Type),-1027.761621,-988.330397
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|shown_letter:TMS_Type),1060.512371,1099.943596
log(response.time) ~ TMS_Type + sensations + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-515.832151,-476.400927
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1027.114207,-987.682982
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),-231.531500,-192.100276
log(response.time) ~ TMS_Type + sensations + (1|participant_id:shown_letter) + (1|participant_id:shown_letter:TMS_Type),-563.760424,-524.329199
log(response.time) ~ TMS_Type + sensations + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),-1027.274583,-987.843358
log(response.time) ~ TMS_Type + sensations + (1|participant_id:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-1027.254680,-987.823455
log(response.time) ~ TMS_Type + sensations + (1|shown_letter:TMS_Type) + (1|participant_id:shown_letter:TMS_Type),-515.832151,-476.400927
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),-534.395068,-488.391973
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),-1035.922998,-989.919902
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),-534.395068,-488.391973
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter:TMS_Type),-796.722959,-750.719864
log(response.time) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),-1035.284469,-989.281374
